Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
48.0,0.0,12.0,Medicine,142,6.77991984391794,1,2.0,1.0,49.0,0.0,No Win
37.0,2143.0,38.0,Physics,148,8.330219770783714,0,5.0,0.0,29.0,0.0,No Win
36.0,5724.0,13.0,Physics,178,3.4847767737248168,1,4.0,3.0,2.0,0.0,No Win
34.0,2872.0,19.0,Peace,29,3.484568903042529,0,4.0,2.0,17.0,0.0,No Win
32.0,2867.0,33.0,Peace,185,6.560035192052506,0,4.0,3.0,14.0,2.0,No Win
32.0,2604.0,24.0,Literature,69,6.68508531071783,0,1.0,4.0,36.0,2.0,No Win
34.0,3682.0,34.0,Literature,29,4.707298514359253,0,2.0,1.0,9.0,0.0,No Win
31.0,2042.0,21.0,Medicine,26,3.642928650507033,0,2.0,0.0,30.0,1.0,No Win
31.0,1100.0,39.0,Physics,105,2.1091007794950847,1,3.0,2.0,8.0,0.0,No Win
37.0,2212.0,32.0,,72,3.6894593826314157,0,3.0,1.0,17.0,1.0,No Win
38.0,2611.0,45.0,Chemistry,127,3.3657848659515492,0,5.0,0.0,31.0,0.0,No Win
41.0,3545.0,10.0,Peace,108,10.493780299829321,0,4.0,4.0,8.0,0.0,No Win
35.0,0.0,22.0,Economics,158,4.096511761949408,0,4.0,2.0,31.0,0.0,No Win
55.0,3346.0,31.0,Peace,105,6.519244242617328,0,3.0,2.0,35.0,1.0,No Win
36.0,2359.0,31.0,Medicine,149,7.18260116641755,0,2.0,2.0,39.0,1.0,No Win
37.0,1137.0,27.0,Economics,75,7.548406341696356,0,3.0,0.0,32.0,0.0,No Win
37.0,1341.0,22.0,Medicine,113,4.114515415269785,0,2.0,6.0,31.0,1.0,No Win
46.0,3530.0,33.0,Physics,8,2.6340361993341537,0,5.0,2.0,31.0,0.0,No Win
39.0,5022.0,27.0,Peace,187,2.802252153450564,0,4.0,3.0,36.0,0.0,No Win
41.0,1013.0,20.0,Peace,85,3.9945154674101166,0,6.0,0.0,49.0,1.0,No Win
35.0,532.0,36.0,Medicine,4,6.034573542613172,0,2.0,1.0,11.0,1.0,No Win
39.0,1740.0,20.0,Economics,17,2.0650568559332534,0,3.0,3.0,40.0,0.0,No Win
39.0,2204.0,13.0,Medicine,110,4.353288289321926,0,2.0,2.0,9.0,2.0,No Win
39.0,457.0,15.0,Chemistry,78,7.505760666976043,0,3.0,2.0,4.0,2.0,No Win
49.0,1545.0,16.0,Peace,193,2.8323392601249946,0,1.0,1.0,28.0,0.0,No Win
36.0,386.0,29.0,Medicine,142,,0,3.0,1.0,27.0,1.0,No Win
41.0,3158.0,25.0,Medicine,110,2.686473305247282,1,6.0,2.0,48.0,1.0,No Win
37.0,2041.0,20.0,Chemistry,120,5.80364461874161,0,5.0,1.0,28.0,2.0,No Win
46.0,2711.0,24.0,Medicine,170,3.539991587257804,0,2.0,3.0,16.0,0.0,No Win
37.0,1537.0,31.0,Medicine,105,1.7203654811643672,0,2.0,1.0,35.0,1.0,No Win
37.0,1197.0,21.0,Chemistry,190,1.329215433683101,0,4.0,4.0,12.0,1.0,No Win
47.0,4309.0,8.0,Chemistry,65,7.442965884715376,0,5.0,6.0,40.0,0.0,No Win
44.0,2171.0,32.0,Peace,102,5.832089541870234,0,3.0,1.0,20.0,0.0,No Win
34.0,4652.0,13.0,Economics,127,1.5605225239692935,1,2.0,2.0,11.0,1.0,No Win
33.0,2944.0,20.0,Medicine,47,7.193789085585015,0,1.0,4.0,18.0,0.0,No Win
34.0,0.0,31.0,Chemistry,143,3.1933150940544226,0,2.0,1.0,8.0,0.0,No Win
36.0,1763.0,26.0,Physics,153,9.939265159484874,0,,3.0,10.0,1.0,No Win
24.0,2278.0,32.0,Medicine,34,2.457336596904282,0,1.0,0.0,13.0,2.0,No Win
41.0,3731.0,39.0,Literature,75,6.483647393946514,0,3.0,1.0,14.0,1.0,No Win
42.0,1758.0,28.0,Physics,8,2.331478383088716,1,1.0,1.0,37.0,0.0,No Win
41.0,4181.0,21.0,Physics,71,4.643449940698279,0,5.0,0.0,27.0,3.0,No Win
47.0,1099.0,16.0,Economics,112,5.440607775176847,0,3.0,2.0,41.0,0.0,No Win
38.0,3846.0,31.0,Physics,10,2.2398903599450675,0,2.0,2.0,9.0,0.0,No Win
44.0,2446.0,18.0,Physics,83,4.524966594253817,0,2.0,0.0,37.0,2.0,No Win
38.0,2370.0,29.0,Economics,102,1.9158947477142174,1,0.0,3.0,18.0,1.0,No Win
44.0,2577.0,17.0,Medicine,26,1.8401597724624827,0,2.0,4.0,37.0,0.0,No Win
43.0,723.0,28.0,Medicine,79,3.3867998139863915,0,4.0,1.0,6.0,0.0,No Win
30.0,755.0,38.0,Peace,6,1.0,0,4.0,2.0,45.0,2.0,No Win
41.0,2456.0,15.0,Economics,52,5.0627578380565605,0,1.0,0.0,16.0,0.0,No Win
39.0,1169.0,7.0,Literature,127,4.051645642224489,0,4.0,2.0,3.0,0.0,No Win
54.0,1832.0,25.0,Economics,127,5.09402483649165,1,2.0,3.0,47.0,2.0,No Win
35.0,233.0,16.0,Peace,4,5.0361367996418345,0,4.0,4.0,28.0,0.0,No Win
35.0,0.0,28.0,Economics,190,3.772049008528189,0,4.0,4.0,28.0,2.0,No Win
47.0,2961.0,25.0,Economics,149,3.84532998361421,0,1.0,2.0,29.0,0.0,No Win
47.0,3601.0,8.0,Medicine,154,4.633320406557273,0,3.0,7.0,16.0,1.0,No Win
41.0,1774.0,22.0,Chemistry,93,6.338287635248252,0,4.0,5.0,1.0,3.0,No Win
42.0,607.0,18.0,Chemistry,49,5.7225009783598875,0,2.0,5.0,32.0,2.0,No Win
36.0,2813.0,21.0,Economics,11,4.444149748520948,0,3.0,5.0,34.0,1.0,No Win
40.0,1825.0,31.0,Chemistry,112,6.097476156348616,0,5.0,0.0,23.0,0.0,No Win
50.0,1910.0,30.0,Medicine,162,5.960135043267037,0,4.0,0.0,21.0,0.0,No Win
33.0,5121.0,21.0,Physics,34,5.711007514706929,1,2.0,0.0,26.0,1.0,Win
36.0,3793.0,34.0,Chemistry,182,3.9611731207759777,1,2.0,2.0,1.0,0.0,No Win
46.0,4581.0,30.0,Chemistry,64,2.9468314684614842,0,2.0,2.0,24.0,1.0,No Win
35.0,2625.0,27.0,Medicine,59,3.013603592966095,1,4.0,5.0,31.0,0.0,No Win
40.0,4351.0,36.0,Chemistry,42,6.366027909554388,0,5.0,6.0,8.0,0.0,No Win
39.0,1080.0,16.0,Literature,78,5.937617562838431,0,9.0,3.0,10.0,0.0,No Win
30.0,1388.0,30.0,Economics,131,5.985462984584495,0,3.0,0.0,33.0,0.0,No Win
42.0,0.0,29.0,Chemistry,7,4.1430002018819785,0,2.0,1.0,8.0,1.0,No Win
43.0,1182.0,29.0,Peace,79,6.108610985758357,0,4.0,3.0,23.0,0.0,No Win
48.0,1244.0,31.0,Peace,66,4.842009614290832,0,5.0,2.0,23.0,0.0,Win
53.0,1510.0,22.0,Economics,100,3.8597709609055557,0,2.0,3.0,46.0,0.0,No Win
46.0,3802.0,21.0,Peace,118,5.383883592606481,0,2.0,1.0,46.0,1.0,No Win
35.0,2872.0,9.0,Peace,170,4.607321744299722,0,2.0,,29.0,0.0,No Win
45.0,1371.0,22.0,Economics,46,2.537708414293605,0,4.0,1.0,13.0,1.0,No Win
36.0,628.0,33.0,Chemistry,24,6.081425767529311,0,3.0,2.0,23.0,0.0,No Win
56.0,0.0,19.0,Literature,88,5.020632503320414,0,3.0,3.0,21.0,0.0,No Win
38.0,3131.0,21.0,Medicine,156,3.201264006679433,0,2.0,3.0,35.0,0.0,No Win
46.0,1608.0,22.0,Physics,183,4.837420992633907,0,5.0,1.0,28.0,0.0,No Win
46.0,21.0,26.0,Peace,175,2.9551569835418823,0,1.0,2.0,17.0,1.0,No Win
44.0,2137.0,35.0,Medicine,194,5.992811770306999,0,0.0,1.0,11.0,2.0,No Win
42.0,3715.0,22.0,Literature,21,3.220005560583639,0,3.0,1.0,3.0,0.0,No Win
41.0,,29.0,,29,3.4772380029330408,0,7.0,3.0,5.0,2.0,No Win
54.0,3605.0,14.0,Economics,69,1.2843337528792151,0,0.0,4.0,8.0,2.0,No Win
37.0,1231.0,44.0,Medicine,79,4.738555469616977,0,1.0,5.0,33.0,0.0,No Win
50.0,1623.0,21.0,Medicine,166,4.258206029361368,0,2.0,0.0,44.0,2.0,No Win
33.0,131.0,29.0,Economics,120,3.0516981047860825,0,3.0,2.0,15.0,2.0,No Win
36.0,1075.0,22.0,Literature,120,3.437571512429065,1,1.0,1.0,49.0,1.0,No Win
47.0,2954.0,31.0,Physics,97,1.7986966467405874,0,2.0,0.0,10.0,1.0,No Win
30.0,1978.0,18.0,,50,6.645808543027577,0,1.0,1.0,8.0,1.0,No Win
29.0,1628.0,31.0,Medicine,76,1.0,0,2.0,2.0,1.0,2.0,No Win
50.0,601.0,15.0,Literature,142,5.690411583784162,0,5.0,0.0,37.0,1.0,No Win
36.0,1791.0,27.0,Literature,183,3.782651043866061,0,2.0,2.0,17.0,2.0,No Win
34.0,555.0,25.0,Physics,114,4.312406585671428,0,3.0,2.0,4.0,0.0,No Win
37.0,1372.0,30.0,Peace,55,3.4907940443465977,0,2.0,2.0,48.0,1.0,Win
25.0,2819.0,28.0,Literature,19,,1,2.0,3.0,13.0,0.0,No Win
41.0,2316.0,36.0,Chemistry,143,6.292916839809395,0,2.0,5.0,41.0,3.0,No Win
40.0,3236.0,11.0,Peace,104,1.0,0,1.0,2.0,4.0,4.0,No Win
45.0,4650.0,22.0,Economics,194,2.180222646406902,1,3.0,1.0,49.0,3.0,No Win
26.0,1552.0,35.0,Peace,78,4.071319846421378,0,0.0,2.0,40.0,0.0,No Win
37.0,3257.0,35.0,Literature,33,7.00734395817491,0,4.0,2.0,5.0,1.0,No Win
37.0,1021.0,28.0,Medicine,175,5.142872843050014,0,3.0,4.0,45.0,3.0,No Win
34.0,1898.0,16.0,Physics,150,4.996296896692424,0,0.0,5.0,43.0,2.0,No Win
40.0,2972.0,11.0,Literature,52,7.449348188825627,0,3.0,2.0,7.0,1.0,No Win
35.0,2866.0,33.0,Literature,29,6.692200627005882,0,3.0,0.0,41.0,0.0,No Win
37.0,2833.0,6.0,Economics,135,2.66933977477251,0,2.0,1.0,41.0,2.0,No Win
38.0,2548.0,18.0,Economics,197,1.0,0,3.0,4.0,11.0,0.0,No Win
43.0,217.0,26.0,Economics,87,3.0148930544455252,0,4.0,0.0,24.0,1.0,No Win
41.0,2884.0,21.0,Economics,188,5.996992827058376,0,4.0,1.0,28.0,1.0,No Win
24.0,3041.0,22.0,Medicine,172,6.868301676274739,0,3.0,0.0,21.0,1.0,No Win
50.0,905.0,28.0,Literature,54,4.225154395375466,0,2.0,2.0,25.0,2.0,No Win
46.0,1491.0,29.0,Physics,62,3.3312128137999597,0,1.0,2.0,43.0,1.0,No Win
36.0,897.0,17.0,Literature,5,1.6615211697413206,0,3.0,0.0,19.0,1.0,No Win
30.0,2183.0,22.0,Literature,126,2.5147400617510556,1,2.0,1.0,28.0,3.0,No Win
42.0,1162.0,49.0,Peace,103,3.437383621810505,0,5.0,3.0,26.0,3.0,No Win
37.0,796.0,23.0,Medicine,5,7.087026137384088,1,4.0,,45.0,1.0,No Win
45.0,1383.0,24.0,Peace,169,1.1884636031237443,1,2.0,2.0,49.0,0.0,No Win
45.0,2053.0,28.0,Physics,108,4.90581062084048,0,4.0,1.0,15.0,0.0,No Win
38.0,3005.0,36.0,Chemistry,171,4.394072161440606,0,2.0,2.0,31.0,1.0,No Win
41.0,0.0,37.0,Physics,86,1.0,0,1.0,5.0,32.0,1.0,No Win
31.0,1234.0,25.0,Physics,192,9.462240646534413,0,3.0,0.0,25.0,1.0,No Win
38.0,1836.0,19.0,Chemistry,70,2.7225423830544155,0,6.0,3.0,32.0,0.0,No Win
27.0,3429.0,39.0,Chemistry,136,3.293844484718476,1,1.0,2.0,1.0,1.0,No Win
27.0,2632.0,20.0,Medicine,33,2.7661917849458684,0,3.0,1.0,29.0,,No Win
36.0,2160.0,32.0,Peace,196,1.516990923176822,1,1.0,3.0,9.0,1.0,No Win
41.0,3641.0,24.0,Economics,34,6.3224837842082655,1,4.0,3.0,43.0,2.0,No Win
37.0,2559.0,27.0,Literature,70,3.9638161691196205,0,5.0,2.0,25.0,1.0,No Win
43.0,3469.0,19.0,Literature,72,2.86399371250726,0,3.0,3.0,10.0,2.0,No Win
39.0,3074.0,13.0,Chemistry,86,6.08398715878221,0,4.0,6.0,30.0,1.0,No Win
53.0,1850.0,18.0,Literature,197,2.814671822704632,0,2.0,0.0,36.0,1.0,No Win
46.0,3204.0,37.0,Physics,178,2.4921323142094893,0,2.0,2.0,37.0,1.0,No Win
37.0,0.0,39.0,Chemistry,63,4.534565801544184,0,4.0,1.0,45.0,0.0,No Win
37.0,2176.0,19.0,Physics,146,7.628267913741485,0,2.0,2.0,31.0,2.0,No Win
35.0,4890.0,27.0,Literature,160,5.006758747200735,0,2.0,,36.0,0.0,No Win
39.0,1783.0,23.0,Peace,132,3.5927185177105683,0,2.0,1.0,2.0,0.0,No Win
37.0,2979.0,26.0,Economics,147,6.605770017644212,0,2.0,0.0,16.0,2.0,No Win
40.0,3068.0,32.0,Peace,83,5.333974722927991,0,2.0,5.0,40.0,1.0,No Win
50.0,1718.0,27.0,Literature,145,1.9302857111695881,0,3.0,1.0,41.0,1.0,No Win
39.0,3459.0,28.0,Physics,147,3.5009510531491506,0,4.0,1.0,29.0,1.0,No Win
29.0,1310.0,39.0,Peace,191,7.419900240011376,0,2.0,3.0,21.0,0.0,No Win
36.0,451.0,26.0,Physics,93,3.9343937070280726,0,4.0,0.0,19.0,1.0,No Win
42.0,333.0,16.0,Chemistry,163,2.4216869203315197,0,2.0,2.0,24.0,1.0,No Win
36.0,2786.0,12.0,Economics,179,3.9053177110990673,1,4.0,4.0,20.0,0.0,No Win
31.0,1886.0,16.0,Literature,130,6.8394436231611895,1,3.0,3.0,13.0,2.0,No Win
41.0,1623.0,27.0,Literature,200,7.117890170698432,0,4.0,2.0,20.0,1.0,No Win
,757.0,46.0,Economics,199,3.317067551554073,0,2.0,4.0,13.0,1.0,No Win
43.0,2049.0,31.0,Literature,87,3.497537949181034,0,1.0,6.0,26.0,2.0,No Win
46.0,4043.0,5.0,Physics,80,4.3013286438913125,1,2.0,0.0,49.0,1.0,No Win
38.0,0.0,5.0,Literature,119,7.038729060725094,0,3.0,2.0,42.0,0.0,No Win
38.0,547.0,25.0,Chemistry,94,5.249839284913565,0,1.0,2.0,14.0,1.0,No Win
40.0,,22.0,Peace,34,2.3524805336677304,0,4.0,0.0,28.0,1.0,No Win
44.0,2470.0,13.0,Chemistry,134,4.746777244351657,0,4.0,0.0,39.0,0.0,No Win
43.0,608.0,23.0,Chemistry,160,4.5113474856989955,0,3.0,2.0,24.0,0.0,No Win
43.0,2186.0,22.0,Chemistry,133,2.4444152545531916,0,7.0,1.0,36.0,0.0,No Win
54.0,2492.0,11.0,Literature,44,6.487978061842437,0,3.0,2.0,39.0,1.0,No Win
44.0,2410.0,32.0,Peace,69,3.1369235780516784,0,2.0,0.0,48.0,1.0,No Win
47.0,3138.0,32.0,Literature,53,1.776478100060562,0,2.0,3.0,23.0,0.0,No Win
34.0,1230.0,28.0,Physics,104,4.640122525161029,0,0.0,3.0,32.0,1.0,No Win
44.0,601.0,21.0,Chemistry,8,1.0381517764076666,0,1.0,3.0,34.0,2.0,Win
33.0,2347.0,29.0,Physics,171,5.812135404474995,0,0.0,1.0,6.0,0.0,No Win
38.0,902.0,25.0,Chemistry,33,3.9784405428137086,0,4.0,0.0,26.0,2.0,No Win
53.0,3438.0,19.0,Economics,35,1.596154511073209,0,4.0,0.0,43.0,1.0,No Win
37.0,5194.0,8.0,Literature,171,4.966565592602101,0,3.0,2.0,7.0,0.0,No Win
35.0,1084.0,22.0,Physics,198,1.9887168600714742,0,1.0,2.0,45.0,2.0,No Win
40.0,570.0,16.0,Economics,95,3.0289403381125304,0,1.0,2.0,3.0,2.0,No Win
45.0,1700.0,36.0,Medicine,148,2.7502630320514467,0,3.0,2.0,36.0,1.0,No Win
29.0,2357.0,23.0,Physics,149,2.5448462106418503,0,4.0,5.0,13.0,1.0,No Win
48.0,3498.0,11.0,Chemistry,77,3.4258991555347573,0,2.0,0.0,17.0,0.0,No Win
33.0,1422.0,16.0,Chemistry,74,4.835990615672754,1,6.0,1.0,20.0,1.0,No Win
41.0,4365.0,22.0,Chemistry,45,1.724517300878131,0,5.0,2.0,8.0,2.0,No Win
32.0,1790.0,18.0,Literature,172,3.696498924231438,0,0.0,1.0,23.0,2.0,No Win
45.0,167.0,23.0,Peace,93,3.776171431770466,0,2.0,2.0,25.0,1.0,No Win
41.0,,22.0,Physics,143,2.1033302583881293,1,1.0,3.0,9.0,1.0,No Win
51.0,3521.0,19.0,Physics,91,7.798445888674468,0,6.0,4.0,48.0,3.0,No Win
34.0,4219.0,21.0,Peace,92,1.9638532724536444,0,5.0,1.0,15.0,0.0,No Win
39.0,1012.0,44.0,Literature,138,5.018024981185621,0,,2.0,14.0,0.0,No Win
45.0,4197.0,19.0,Economics,123,4.104489591327003,1,4.0,2.0,37.0,0.0,No Win
37.0,46.0,26.0,Chemistry,104,4.253595539824192,1,3.0,1.0,47.0,0.0,No Win
37.0,2861.0,17.0,Literature,115,7.565909385508544,0,1.0,1.0,7.0,4.0,No Win
34.0,5477.0,35.0,Chemistry,120,1.5486214666771092,0,3.0,0.0,11.0,1.0,No Win
41.0,1868.0,40.0,Literature,200,3.4181430176985916,0,5.0,0.0,32.0,0.0,No Win
41.0,0.0,28.0,Literature,42,1.148114759048188,0,4.0,4.0,1.0,0.0,No Win
43.0,4201.0,22.0,Chemistry,105,6.4522487694545525,0,3.0,3.0,3.0,3.0,No Win
39.0,949.0,22.0,Literature,145,1.2201281042974634,0,3.0,1.0,14.0,3.0,No Win
50.0,0.0,23.0,Medicine,84,2.774506092960851,0,1.0,3.0,31.0,2.0,No Win
38.0,1107.0,32.0,Chemistry,124,6.04725763672893,0,,2.0,18.0,1.0,No Win
31.0,2704.0,19.0,Physics,73,6.548663502693406,0,2.0,3.0,3.0,1.0,No Win
46.0,2376.0,29.0,Peace,51,1.0,0,5.0,1.0,23.0,3.0,No Win
33.0,2146.0,8.0,Economics,160,1.1225753647278838,0,1.0,0.0,40.0,2.0,No Win
43.0,936.0,31.0,Literature,143,3.395013576937693,1,4.0,3.0,12.0,0.0,No Win
45.0,1171.0,,Physics,159,6.588955226100191,0,0.0,1.0,37.0,2.0,No Win
48.0,180.0,9.0,Physics,81,4.427262860658525,0,5.0,3.0,46.0,1.0,No Win
34.0,2669.0,20.0,Chemistry,166,7.157943746478854,0,4.0,3.0,2.0,1.0,No Win
51.0,607.0,30.0,,200,6.092927559929678,0,5.0,2.0,24.0,1.0,No Win
37.0,1066.0,20.0,Peace,68,4.205636079121192,1,2.0,2.0,27.0,1.0,No Win
32.0,1189.0,29.0,Physics,140,7.942234655324052,0,2.0,2.0,42.0,1.0,No Win
41.0,0.0,13.0,Chemistry,144,1.7832916401962526,1,2.0,1.0,29.0,1.0,No Win
42.0,886.0,14.0,Economics,137,5.197593081356909,0,3.0,1.0,32.0,3.0,No Win
37.0,1020.0,6.0,Medicine,110,1.560514521084996,0,2.0,4.0,28.0,2.0,No Win
46.0,4197.0,33.0,Physics,37,4.816266251675804,0,1.0,0.0,38.0,2.0,No Win
31.0,2896.0,22.0,Literature,173,4.3280920327087955,0,1.0,0.0,43.0,2.0,No Win
41.0,2817.0,15.0,Economics,23,4.977561565301329,0,5.0,1.0,2.0,0.0,No Win
39.0,2302.0,24.0,Medicine,186,1.0,0,4.0,4.0,41.0,1.0,No Win
41.0,3798.0,17.0,Medicine,53,1.9892319668613592,0,2.0,3.0,15.0,3.0,No Win
38.0,712.0,26.0,Economics,77,6.517613586066757,1,3.0,2.0,11.0,3.0,No Win
49.0,2913.0,29.0,Literature,70,6.343226638279196,0,4.0,4.0,43.0,1.0,No Win
30.0,2641.0,19.0,Peace,193,5.957710963129072,1,4.0,0.0,1.0,0.0,No Win
40.0,2329.0,45.0,Literature,90,10.597219906323469,0,2.0,4.0,29.0,0.0,No Win
45.0,1922.0,14.0,Peace,170,2.1267304611475613,1,4.0,2.0,27.0,1.0,No Win
39.0,1951.0,18.0,Peace,86,3.933551899995571,0,2.0,3.0,12.0,1.0,No Win
43.0,1118.0,35.0,Chemistry,53,2.3579923015376645,0,1.0,1.0,37.0,0.0,No Win
31.0,944.0,26.0,,174,1.7165266533702304,1,6.0,1.0,38.0,2.0,No Win
39.0,0.0,15.0,Peace,171,2.202822484626262,0,2.0,2.0,30.0,1.0,No Win
36.0,3280.0,21.0,Peace,165,1.3337566375896603,0,5.0,1.0,8.0,1.0,Win
36.0,3425.0,49.0,Chemistry,74,5.065380943928739,0,2.0,2.0,15.0,0.0,No Win
33.0,2423.0,29.0,Chemistry,84,1.0,0,2.0,4.0,18.0,3.0,No Win
33.0,3213.0,15.0,Chemistry,97,4.059362143947334,0,4.0,1.0,38.0,1.0,No Win
44.0,1266.0,25.0,Economics,104,8.550819879867792,0,3.0,5.0,43.0,2.0,No Win
40.0,3280.0,20.0,Physics,16,1.4514124217370554,0,5.0,4.0,46.0,1.0,No Win
41.0,1965.0,10.0,Literature,144,1.324357868137112,0,0.0,2.0,26.0,1.0,No Win
40.0,612.0,23.0,Economics,35,3.830308690856283,0,3.0,3.0,21.0,2.0,No Win
38.0,2289.0,46.0,Medicine,132,2.1860663553095736,0,3.0,,47.0,1.0,No Win
51.0,2526.0,36.0,Peace,197,3.2092918610870305,0,2.0,1.0,29.0,1.0,No Win
37.0,2450.0,32.0,Economics,44,3.874444983600011,0,4.0,2.0,9.0,2.0,No Win
36.0,5145.0,,Medicine,11,3.0673073057952824,0,1.0,2.0,3.0,2.0,No Win
,1363.0,26.0,Economics,13,4.977261775865401,0,6.0,3.0,6.0,0.0,No Win
38.0,246.0,25.0,Peace,104,4.522840359987009,0,0.0,4.0,40.0,1.0,No Win
47.0,3516.0,33.0,Literature,69,3.636324584659225,0,0.0,3.0,,1.0,No Win
44.0,1348.0,30.0,Economics,67,3.2352005286521006,0,3.0,1.0,46.0,0.0,No Win
47.0,2721.0,35.0,Medicine,144,2.1114508077515652,0,3.0,2.0,23.0,,No Win
38.0,2171.0,19.0,Physics,145,5.441588167232899,0,2.0,1.0,42.0,1.0,No Win
41.0,3757.0,24.0,Medicine,126,2.4034538620583206,0,5.0,2.0,19.0,1.0,No Win
41.0,1330.0,22.0,Chemistry,71,4.0171956271489995,0,2.0,0.0,6.0,2.0,No Win
44.0,1854.0,10.0,Physics,79,1.0,0,0.0,2.0,29.0,2.0,No Win
39.0,0.0,41.0,Chemistry,126,2.9281517730981435,0,3.0,2.0,34.0,2.0,No Win
30.0,2705.0,30.0,Physics,7,4.916991336802942,0,2.0,1.0,17.0,1.0,No Win
37.0,2195.0,26.0,Medicine,20,4.336232692515855,0,1.0,2.0,15.0,2.0,No Win
42.0,982.0,29.0,Literature,193,3.4622164971016054,0,10.0,3.0,23.0,1.0,No Win
40.0,0.0,23.0,Medicine,159,6.03681007327531,0,3.0,0.0,2.0,0.0,No Win
38.0,3741.0,34.0,Medicine,169,2.393932703799466,0,4.0,1.0,,0.0,No Win
39.0,2610.0,28.0,Economics,116,5.499370297931142,0,4.0,2.0,3.0,1.0,No Win
36.0,1124.0,22.0,Peace,4,3.6082642289716125,1,6.0,1.0,49.0,2.0,No Win
36.0,1626.0,44.0,Economics,54,4.621830094077332,0,0.0,2.0,43.0,2.0,No Win
42.0,2299.0,14.0,Peace,167,1.1109080555548703,0,1.0,1.0,44.0,0.0,No Win
35.0,1498.0,47.0,Physics,56,4.089910579083068,0,3.0,0.0,32.0,5.0,No Win
36.0,5481.0,33.0,Literature,21,3.0989801002733572,0,2.0,2.0,31.0,0.0,No Win
47.0,3452.0,21.0,Physics,126,3.555891786178332,0,4.0,3.0,14.0,1.0,No Win
43.0,1272.0,33.0,Literature,120,5.691743867277691,0,3.0,1.0,11.0,0.0,No Win
43.0,1451.0,20.0,Medicine,24,5.92226951539034,0,1.0,2.0,7.0,0.0,No Win
40.0,2011.0,21.0,Literature,17,3.243805468262667,0,3.0,0.0,33.0,1.0,No Win
36.0,4391.0,25.0,Chemistry,53,1.0616685548405749,0,,3.0,17.0,2.0,No Win
37.0,1436.0,12.0,Peace,169,7.204952361263667,0,3.0,2.0,40.0,1.0,No Win
47.0,1820.0,18.0,Chemistry,97,2.3981353632084668,1,3.0,3.0,47.0,0.0,No Win
47.0,3172.0,22.0,Economics,33,2.9254836606002526,0,2.0,2.0,31.0,1.0,No Win
49.0,1397.0,30.0,Literature,119,3.7772966911642833,0,,2.0,28.0,1.0,No Win
34.0,,17.0,Literature,101,3.5226535998176978,0,2.0,1.0,2.0,1.0,No Win
38.0,290.0,31.0,Peace,15,5.755678314181534,0,2.0,3.0,37.0,1.0,No Win
41.0,3345.0,35.0,Medicine,151,2.4997384032860452,0,5.0,3.0,49.0,0.0,No Win
36.0,856.0,16.0,Literature,32,2.3100348181271704,0,1.0,2.0,12.0,2.0,No Win
43.0,468.0,36.0,Physics,178,1.5956479797385592,0,5.0,3.0,10.0,,No Win
26.0,3661.0,24.0,Peace,120,6.909472123847399,0,1.0,2.0,48.0,1.0,No Win
37.0,0.0,17.0,Chemistry,95,5.3664489468437955,0,4.0,5.0,7.0,0.0,No Win
32.0,2409.0,40.0,Medicine,7,4.891182801500595,0,1.0,1.0,27.0,1.0,No Win
35.0,190.0,22.0,Medicine,6,4.0211429934777385,0,4.0,3.0,24.0,1.0,No Win
39.0,3197.0,8.0,Peace,30,6.425189008247202,0,1.0,5.0,49.0,1.0,No Win
39.0,531.0,16.0,Peace,116,3.0096406037589727,0,0.0,1.0,40.0,0.0,No Win
45.0,3189.0,26.0,Peace,136,5.607569944580202,1,7.0,3.0,48.0,0.0,No Win
40.0,869.0,5.0,Medicine,9,6.598353823764821,0,1.0,1.0,16.0,2.0,No Win
41.0,2465.0,13.0,Literature,153,5.736140907133521,1,4.0,1.0,43.0,,No Win
38.0,1636.0,9.0,Medicine,75,8.58581859406161,0,1.0,2.0,47.0,0.0,No Win
49.0,962.0,21.0,Literature,100,3.644208813076487,0,6.0,1.0,21.0,0.0,No Win
35.0,689.0,22.0,Chemistry,118,4.646297308518968,0,2.0,1.0,6.0,0.0,No Win
34.0,2147.0,12.0,Medicine,103,4.643507989187447,0,4.0,1.0,13.0,1.0,No Win
34.0,1611.0,13.0,Medicine,18,2.9777420151042375,0,3.0,2.0,42.0,2.0,No Win
33.0,1857.0,38.0,Chemistry,3,8.478746851809461,0,4.0,3.0,48.0,3.0,No Win
44.0,1310.0,13.0,Economics,130,3.0574783054814896,0,5.0,1.0,48.0,0.0,No Win
47.0,2811.0,21.0,Literature,3,4.573650220078576,0,4.0,0.0,37.0,0.0,No Win
26.0,2008.0,28.0,Medicine,50,5.201307186525499,0,3.0,2.0,40.0,0.0,No Win
39.0,3277.0,38.0,Economics,8,3.3994490718648427,0,2.0,3.0,43.0,3.0,No Win
31.0,0.0,32.0,Economics,176,5.726778973954058,0,2.0,2.0,44.0,1.0,No Win
36.0,1846.0,19.0,Economics,167,4.963869709008511,0,4.0,0.0,37.0,1.0,No Win
40.0,2420.0,15.0,Medicine,171,2.1536888053456256,0,1.0,0.0,18.0,2.0,No Win
31.0,79.0,47.0,Medicine,72,2.819562654510447,0,3.0,1.0,48.0,0.0,No Win
